Fish_ID,Beas_population_code,Population_old_code,Harvested,Sex,Weight_g,Length_mm,Weight_finished,Length_finished,Tank,Acclimation,Treatment,Trial,Distance_moved,Speed,Time_moving,TotalTime,Time_stationary,Percentage_moving,MMR_mghg,SMR_mghg,SGR,Weight_resp,MMR_scaled,SMR_scaled,AS,FSR,fastestFSR,Status,FastestStatus
6Mg,6,2,Small,M,0.1,16,0.11,17,6,N,Hypoxia,3,1259.51701,7.008998386,179.7,865.6,685.9,20.76016636,0.832,0.176,0.16,0.06,0.197,0.033,0.164,6,5,1,1
6ML,6,2,Small,M,0.08,15,0.09,16.5,6,N,Hypoxia,3,704.3192944,7.40868823,95.06666667,865.6,770.5333333,10.982748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6Mp,9,3,Small,M,0.09,15.5,0.09,16,6,N,Hypoxia,3,370.5915536,6.00310292,61.73333333,865.6,803.8666667,7.13185459,0.253,0.15,0,0.09,0.063,0.031,0.032,4,32,1,1
7Fb,3,1,Large,F,0.2,20,0.25,21.5,7,N,Hypoxia,3,1680.535567,8.362260246,200.9666667,865.6,664.6333333,23.21703635,0.876,0.119,0.38,0.21,0.247,0.032,0.215,NA,6,0,1
7Fg,4,2,Large,F,0.22,22.5,1.11,32,7,N,Hypoxia,3,1168.202241,86.96294595,13.43333333,865.6,852.1666667,1.551910043,0.272,0.229,2.79,0.81,0.093,0.091,0.002,NA,NA,NA,NA
7FL,7,3,Large,F,0.2,20.5,0.63,27,7,N,Hypoxia,3,89.37694983,8.997679513,9.933333333,865.6,855.6666667,1.147566235,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
7Fp,7,3,Large,F,0.25,22.5,0.99,31,7,N,Hypoxia,3,370.3039573,6.366257145,58.16666667,865.6,807.4333333,6.719808996,0.488,0.247,2.37,0.66,0.161,0.092,0.069,NA,27,0,1
7Mb,3,1,Large,M,0.13,18,0.15,19,7,N,Hypoxia,3,64.98798918,9.3284195,6.966666667,865.6,858.6333333,0.804836722,0.613,0.098,0.25,0.14,0.163,0.023,0.14,NA,NA,NA,NA
7Mg,3,1,Large,M,0.14,18,0.15,19.5,7,N,Hypoxia,3,385.7036259,7.209413568,53.5,865.6,812.1,6.180683919,1.009,0.336,0.12,0.14,0.269,0.08,0.189,NA,5,0,1
7ML,4,2,Large,M,0.1,16,0.1,16.5,7,N,Hypoxia,3,232.5651258,8.508480213,27.33333333,865.6,838.2666667,3.157732594,NA,NA,NA,NA,NA,NA,NA,115,115,1,1
7Mp,7,3,Large,M,0.15,19,0.18,19.5,7,N,Hypoxia,3,169.1209557,8.104838133,20.86666667,865.6,844.7333333,2.410659273,0.613,0.274,0.31,0.17,0.168,0.069,0.099,4,4,1,1
8Fb,3,1,Large,F,0.21,21.5,0.35,25,8,H,Hypoxia,3,239.2309137,7.460423505,32.06666667,865.6,833.5333333,3.704559458,0.724,0.16,0.88,0.34,0.218,0.049,0.169,NA,NA,NA,NA
8Fg,4,2,Large,F,0.19,21,0.7,29.5,8,H,Hypoxia,3,1390.350345,9.893384805,140.5333333,865.6,725.0666667,16.23536661,0.453,0.305,2.25,0.83,0.155,0.122,0.033,NA,4,0,1
8FL,4,2,Large,F,0.2,20.5,0.79,31,8,H,Hypoxia,3,191.6375005,8.22478543,23.3,865.6,842.3,2.691774492,NA,NA,NA,NA,NA,NA,NA,7,48,1,1
8Fp,7,3,Large,F,0.2,22,0.49,26,8,H,Hypoxia,3,41.60819161,6.336272834,6.566666667,865.6,859.0333333,0.758626001,0.474,0.207,1.54,0.49,0.15,0.071,0.079,NA,18,0,1
8Mb,3,1,Large,M,0.11,18,0.16,18.5,8,H,Hypoxia,3,23.34492999,8.239387056,2.833333333,865.6,862.7666667,0.32732594,0.792,0.187,0.65,0.11,0.204,0.042,0.162,5,40,1,1
8Mg,4,2,Large,M,0.11,16,0.13,18,8,H,Hypoxia,3,530.1056009,7.765218764,68.26666667,865.6,797.3333333,7.886629698,0.764,0.274,0.29,0.12,0.199,0.062,0.137,NA,5,0,1
8ML,7,3,Large,M,0.13,18,0.15,19,8,H,Hypoxia,3,266.3181498,7.452933298,35.73333333,865.6,829.8666667,4.128157733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8Mp,7,3,Large,M,0.21,22.5,0.31,25,8,H,Hypoxia,3,34.96758291,6.098997019,5.733333333,865.6,859.8666667,0.662353666,0.577,0.157,0.67,0.31,0.172,0.047,0.125,NA,46,0,1
9Fb,3,1,Large,F,0.17,20.5,0.44,26,9,N,Hypoxia,3,78.60877797,6.699611759,11.73333333,865.6,853.8666667,1.355514479,0.534,0.193,1.64,0.34,0.161,0.059,0.102,NA,49,0,1
9Fg,4,2,Large,F,0.13,18,0.261,21,9,N,Hypoxia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9FL,7,3,Large,F,0.2,21,0.59,28,9,N,Hypoxia,3,269.1895878,6.674122012,40.33333333,865.6,825.2666667,4.659581023,NA,NA,NA,NA,NA,NA,NA,NA,44,0,1
9Fp,7,3,Large,F,0.19,20,0.82,29.5,9,N,Hypoxia,3,478.8018022,22.30443178,21.46666667,865.6,844.1333333,2.479975354,0.562,0.194,2.52,0.57,0.182,0.069,0.113,NA,49,0,1
9Mb,3,1,Large,M,0.11,17,0.12,18,9,N,Hypoxia,3,535.9028591,6.586270288,81.36666667,865.6,784.2333333,9.400030807,0.492,0.136,0.15,0.12,0.128,0.031,0.097,33,31,1,1
9Mg,4,2,Large,M,0.1,17,0.13,18,9,N,Hypoxia,3,496.2186026,6.80062041,72.96666667,865.6,792.6333333,8.429605669,0.998,0.415,0.45,0.12,0.26,0.094,0.166,38,38,1,1
9ML,4,2,Large,M,0.12,19,0.13,18.5,9,N,Hypoxia,3,508.6389326,6.725063014,75.63333333,865.6,789.9666667,8.737677141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9Mp,7,3,Large,M,0.13,18,0.17,19,9,N,Hypoxia,3,64.31247631,6.243929738,10.3,865.6,855.3,1.189926063,0.676,0.223,0.46,0.16,0.183,0.055,0.128,NA,6,0,1
10Fb,3,1,Large,F,0.23,22,0.69,30.5,10,H,Normoxia,1,0,NA,0,907.9333333,907.9333333,0,0.969,0.158,1.89,0.54,0.312,0.056,0.256,6,20,1,1
10Fg,3,1,Large,F,0.16,20,0.54,27,10,H,Normoxia,1,0,NA,0,907.9333333,907.9333333,0,0.865,0.046,2.1,0.38,0.265,0.015,0.25,4,34,1,1
10FL,4,2,Large,F,0.21,21.5,0.87,29,10,H,Normoxia,1,0,NA,0,907.9333333,907.9333333,0,NA,NA,NA,NA,NA,NA,NA,7,7,1,1
10Fp,7,3,Large,F,0.23,21.5,0.6,27.5,10,H,Normoxia,1,0,NA,0,907.9333333,907.9333333,0,1.008,0.048,1.65,0.43,0.314,0.016,0.298,NA,38,0,1
10Mg,4,2,Large,M,0.16,18.5,0.19,20.5,10,H,Normoxia,1,0,NA,0,907.9333333,907.9333333,0,1.102,0.203,0.3,0.16,0.299,0.05,0.249,7,38,1,1
10ML,4,2,Large,M,0.12,18,0.11,16.5,10,H,Normoxia,1,0,NA,0,907.9333333,907.9333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10Mp,7,3,Large,M,0.16,20,0.17,19.5,10,H,Normoxia,1,0,NA,0,907.9333333,907.9333333,0,0.659,0.188,0.1,0.17,0.18,0.047,0.133,NA,NA,NA,NA
11Fb,2,1,Random,F,0.21,20,0.19,21.5,11,N,Normoxia,1,0,NA,0,900.4,900.4,0,1.276,0.429,-0.17,0.17,0.349,0.108,0.241,6,6,1,1
11Fg,5,2,Random,F,0.23,23,0.61,29,11,N,Normoxia,1,0,NA,0,900.4,900.4,0,0.714,0.322,1.68,0.76,0.241,0.125,0.116,8,49,1,1
11FL,8,3,Random,F,0.18,20.5,0.58,18.5,11,N,Normoxia,1,0,NA,0,900.4,900.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11Fp,8,3,Random,F,0.21,21.5,0.18,21.5,11,N,Normoxia,1,0,NA,0,900.4,900.4,0,NA,NA,NA,NA,NA,NA,NA,7,7,1,1
11Mb,2,1,Random,M,0.1,16,0.08,16,11,N,Normoxia,1,0,NA,0,900.4,900.4,0,1.727,0.686,-0.38,0.08,0.425,0.139,0.286,6,6,1,1
11Mg,2,1,Random,M,0.1,17,0.12,17.5,11,N,Normoxia,1,0,NA,0,900.4,900.4,0,1.298,0.524,0.31,0.12,0.338,0.119,0.219,6,19,1,1
11ML,5,2,Random,M,0.12,17,0.14,18,11,N,Normoxia,1,0,NA,0,900.4,900.4,0,NA,NA,NA,NA,NA,NA,NA,6,4,1,1
11Mp,8,3,Random,M,0.11,17,0.12,17.5,11,N,Normoxia,1,0,NA,0,900.4,900.4,0,1.531,0.495,0.15,0.12,0.399,0.113,0.286,6,6,1,1
12Fb,1,1,Small,F,0.17,19.5,0.62,27,12,H,Normoxia,1,154.706652,7.608523867,20.33333333,865.6,845.2666667,2.349044978,0.558,0.221,2.23,0.44,0.174,0.073,0.101,64,27,1,1
12Fg,6,2,Small,F,0.11,17.5,0.44,24.5,12,H,Normoxia,1,383.7273292,7.422192054,51.7,865.6,813.9,5.972735675,1.049,0.212,2.39,0.37,0.32,0.067,0.253,45,41,1,1
12FL,6,2,Small,F,0.16,19,0.38,24,12,H,Normoxia,1,341.2519244,7.755725555,44,865.6,821.6,5.083179298,NA,NA,NA,NA,NA,NA,NA,NA,27,0,1
12Fp,9,3,Small,F,0.17,19.5,0.43,25,12,H,Normoxia,1,157.1189761,8.112855909,19.36666667,865.6,846.2333333,2.23736907,0.81,0.196,1.6,0.37,0.247,0.062,0.185,5,5,1,1
12Mb,1,1,Small,M,0.08,17,0.09,15.5,12,H,Normoxia,1,996.5308726,7.263344552,137.2,865.6,728.4,15.85027726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12Mg,6,2,Small,M,0.07,15,0.07,15,12,H,Normoxia,1,440.4655903,6.885861235,63.96666667,865.6,801.6333333,7.389864449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12ML,9,3,Small,M,0.12,18,0.14,18.5,12,H,Normoxia,1,115.8991274,7.35089603,15.76666667,865.6,849.8333333,1.821472582,NA,NA,NA,NA,NA,NA,NA,110,110,1,1
12Mp,9,3,Small,M,0.08,16,0.09,16.5,12,H,Normoxia,1,128.9499944,8.042619194,16.03333333,865.6,849.5666667,1.852279729,0.857,0.254,0.2,0.09,0.214,0.053,0.161,120,120,1,1
1Fb,2,1,Random,F,0.16,19,0.3,22,1,H,Normoxia,1,0,NA,0,870.5333333,870.5333333,0,0.528,0.305,1.08,0.28,0.155,0.089,0.066,NA,5,0,1
1Fg,2,1,Random,F,0.23,20.5,0.45,25.5,1,H,Normoxia,1,0,NA,0,870.5333333,870.5333333,0,1.035,0.272,1.16,0.41,0.32,0.088,0.232,NA,NA,NA,NA
1FL,5,2,Random,F,0.24,22.5,0.57,28.5,1,H,Normoxia,1,0,NA,0,870.5333333,870.5333333,0,NA,NA,NA,NA,NA,NA,NA,NA,49,0,1
1Fp,8,3,Random,F,0.19,20.5,0.2,21.5,1,H,Normoxia,1,0,NA,0,870.5333333,870.5333333,0,1.255,0.351,0.09,0.19,0.349,0.091,0.258,5,5,1,1
1Mb,2,1,Random,M,0.1,16,0.12,18,1,H,Normoxia,1,0,NA,0,870.5333333,870.5333333,0,1.097,0.533,0.31,0.11,0.282,0.118,0.164,17,10,1,1
1Mg,5,2,Random,M,0.14,18.5,0.17,19,1,H,Normoxia,1,0,NA,0,870.5333333,870.5333333,0,0.724,0.478,0.33,0.15,0.195,0.116,0.079,NA,30,0,1
1ML,5,2,Random,M,0.13,17.5,0.14,18.5,1,H,Normoxia,1,0,NA,0,870.5333333,870.5333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1Mp,8,3,Random,M,0.13,19.5,0.16,19.5,1,H,Normoxia,1,0,NA,0,870.5333333,870.5333333,0,1.155,0.481,0.36,0.16,0.313,0.119,0.194,6,6,1,1
2Fb,1,1,Small,F,0.17,19,0.72,30,2,N,Normoxia,1,2559.559745,7.119776758,359.5,865.6,506.1,41.5318854,1.306,0.253,2.49,0.44,0.408,0.084,0.324,5,5,1,1
2Fg,6,2,Small,F,0.12,18.5,0.34,23,2,N,Normoxia,1,1027.777273,8.029509948,128,865.6,737.6,14.78743068,1.129,0.195,1.8,0.25,0.326,0.055,0.271,45,20,1,1
2FL,9,3,Small,F,0.29,23.5,0.54,27.5,2,N,Normoxia,1,670.618979,7.614901351,88.06666667,865.6,777.5333333,10.17406038,NA,NA,NA,NA,NA,NA,NA,7,7,1,1
2Fp,9,3,Small,F,0.3,23.5,0.58,28.5,2,N,Normoxia,1,577.9647973,6.393415899,90.4,865.6,775.2,10.44362292,0.92,0.215,1.14,0.43,0.287,0.071,0.216,NA,NA,NA,NA
2Mb,1,1,Small,M,0.05,15.5,0.07,16,2,N,Normoxia,1,1445.911396,7.846841876,184.2666667,865.6,681.3333333,21.28773876,0.595,0.111,0.58,0.09,0.149,0.023,0.126,NA,7,0,1
2Mg,1,1,Small,M,0.06,15.5,0.07,15.5,2,N,Normoxia,1,702.9628527,7.062587268,99.53333333,865.6,766.0666667,11.49876771,1.384,0.292,0.27,0.07,0.334,0.057,0.277,3,3,1,1
2ML,6,2,Small,M,0.09,15.5,0.1,17.5,2,N,Normoxia,1,1949.794854,7.541754205,258.5333333,865.6,607.0666667,29.86752927,NA,NA,NA,NA,NA,NA,NA,7,37,1,1
2Mp,9,3,Small,M,0.12,17,0.13,18,2,N,Normoxia,1,894.0961957,7.118600284,125.6,865.6,740,14.51016636,0.969,0.291,0.14,0.13,0.255,0.068,0.187,45,20,1,1
3Fb,2,1,Random,F,0.22,21.5,0.58,26.5,3,H,Normoxia,1,1753.484238,7.930729254,221.1,865.6,644.5,25.54297597,1.123,0.327,1.67,0.45,0.352,0.109,0.243,5,44,1,1
3Fg,5,2,Random,F,0.3,23.5,0.82,30,3,H,Normoxia,1,503.7143389,6.513547485,77.33333333,865.6,788.2666667,8.934072705,0.657,0.254,1.73,0.93,0.228,0.105,0.123,NA,NA,NA,NA
3FL,5,2,Random,F,0.22,21.5,0.69,27.5,3,H,Normoxia,1,521.293731,6.941327975,75.1,865.6,790.5,8.676062847,NA,NA,NA,NA,NA,NA,NA,NA,6,0,1
3Fp,8,3,Random,F,0.18,20.5,0.25,23,3,H,Normoxia,1,2035.509463,7.791920874,261.2333333,865.6,604.3666667,30.17945163,1.215,0.291,0.57,0.29,0.358,0.086,0.272,5,5,1,1
3Mb,2,1,Random,M,0.11,18,0.11,18,3,H,Normoxia,1,1402.058051,7.40914947,189.2333333,865.6,676.3666667,21.86152187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3Mg,5,2,Random,M,0.11,18,0.12,18,3,H,Normoxia,1,2293.922473,7.462337259,307.4,865.6,558.2,35.512939,0.798,0.548,0.15,0.12,0.208,0.125,0.083,6,33,1,1
3ML,8,3,Random,M,0.12,17.5,0.12,18,3,H,Normoxia,1,1754.15737,7.685807085,228.2333333,865.6,637.3666667,26.36706716,NA,NA,NA,NA,NA,NA,NA,6,34,1,1
3Mp,8,3,Random,M,0.15,18.5,0.16,19,3,H,Normoxia,1,1231.116427,6.972530266,176.5666667,865.6,689.0333333,20.39818238,1.162,0.4,0.11,0.16,0.315,0.099,0.216,5,3,1,1
4Fb,2,1,Random,F,0.16,20,0.52,26.5,4,N,Normoxia,1,1060.17907,7.301508744,145.2,865.6,720.4,16.77449168,0.767,0.302,2.03,NA,NA,NA,NA,NA,NA,NA,NA
4Fg,5,2,Random,F,0.23,22,0.8,30.5,4,N,Normoxia,1,573.1514002,7.035409986,81.46666667,865.6,784.1333333,9.411583487,0.774,0.329,2.15,0.72,0.259,0.126,0.133,27,27,1,1
4FL,8,3,Random,F,0.19,20,0.35,25,4,N,Normoxia,1,1512.941874,7.1119173,212.7333333,865.6,652.8666667,24.57640173,NA,NA,NA,NA,NA,NA,NA,32,32,1,1
4Fp,8,3,Random,F,0.17,20,0.62,27,4,N,Normoxia,1,418.7755383,7.266203673,57.63333333,865.6,807.9666667,6.658194701,0.964,0.301,2.23,0.43,0.3,0.099,0.201,NA,NA,NA,NA
4Mb,8,1,Random,M,0.09,16,0.01,17,4,N,Normoxia,1,642.1584204,6.974928534,92.06666667,865.6,773.5333333,10.63616759,1.09,0.608,-3.79,0.1,0.277,0.131,0.146,6,6,1,1
4Mg,5,2,Random,M,0.1,16.5,0.12,17,4,N,Normoxia,1,2177.007947,7.356413428,295.9333333,865.6,569.6666667,34.18823167,0.928,0.592,0.31,0.11,0.239,0.131,0.108,5,5,1,1
4ML,5,2,Random,M,0.11,17,0.13,18,4,N,Normoxia,1,289.8815815,6.653747088,43.56666667,865.6,822.0333333,5.033117683,NA,NA,NA,NA,NA,NA,NA,6,5,1,1
4Mp,8,3,Random,M,0.09,16,0.09,16,4,N,Normoxia,1,810.9630857,6.752398715,120.1,865.6,745.5,13.87476895,1.227,0.714,0,0.09,0.307,0.15,0.157,5,5,1,1
5Fb,1,1,Small,F,0.18,20,0.23,22.5,5,H,Normoxia,1,843.3030752,7.536220511,111.9,865.6,753.7,12.92744917,0.912,0.314,0.42,0.32,0.273,0.095,0.178,6,6,1,1
5Fg,1,1,Small,F,0.13,18,0.43,25.5,5,H,Normoxia,1,431.9026493,6.801616524,63.5,865.6,802.1,7.335951941,0.706,0.316,2.06,0.4,0.218,0.102,0.116,6,6,1,1
5FL,6,2,Small,F,0.19,20.5,0.38,24,5,H,Normoxia,1,210.9431437,6.668381783,31.63333333,865.6,833.9666667,3.654497843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5Fp,9,3,Small,F,0.19,21,0.42,25.5,5,H,Normoxia,1,1139.739896,7.036879377,161.9666667,865.6,703.6333333,18.71149107,0.8,0.15,1.37,0.42,0.248,0.049,0.199,6,22,1,1
5Mb,1,1,Small,M,0.07,12.5,0.08,16,5,H,Normoxia,1,1390.607924,7.264189051,191.4333333,865.6,674.1666667,22.11568084,0.427,0.036,0.23,0.09,0.107,0.008,0.099,14,14,1,1
5Mg,6,2,Small,M,0.08,15,0.09,15.5,5,H,Normoxia,1,1958.002517,7.495224641,261.2333333,865.6,604.3666667,30.17945163,0.806,0.532,0.2,0.09,0.202,0.111,0.091,NA,38,0,1
5ML,6,2,Small,M,0.1,16.5,0.12,18,5,H,Normoxia,1,0,NA,0,865.6,865.6,0,NA,NA,NA,NA,NA,NA,NA,5,4,1,1
5Mp,9,3,Small,M,0.11,17.5,0.12,18,5,H,Normoxia,1,1164.030839,10.88557518,106.9333333,865.6,758.6666667,12.35366605,0.91,0.649,0.15,0.12,0.237,0.148,0.089,NA,NA,NA,NA
6Fb,1,1,Small,F,0.12,16.5,0.34,24,6,N,Normoxia,1,311.7925935,7.388450084,42.2,865.6,823.4,4.875231054,0.493,0.171,1.8,0.4,0.152,0.055,0.097,4,4,1,1
6Fg,6,2,Small,F,0.11,17,0.45,25.5,6,N,Normoxia,1,1310.163546,7.16850381,182.7666667,865.6,682.8333333,21.11444855,0.831,0.324,2.43,0.37,0.253,0.102,0.151,24,24,1,1
6FL,9,3,Small,F,0.13,19.5,0.65,27.5,6,N,Normoxia,1,1095.457658,6.720599129,163,865.6,702.6,18.83086876,NA,NA,NA,NA,NA,NA,NA,6,19,1,1
6Fp,9,3,Small,F,0.12,17,0.33,23.5,6,N,Normoxia,1,706.1411843,6.576912613,107.3666667,865.6,758.2333333,12.40372766,0.661,0.329,1.74,0.28,0.194,0.096,0.098,4,4,1,1
6Mb,1,1,Small,M,0.07,14.5,0.09,16,6,N,Normoxia,1,898.8412844,7.225412254,124.4,865.6,741.2,14.3715342,1.382,0.698,0.43,0.08,0.34,0.141,0.199,NA,NA,NA,NA
6Mg,6,2,Small,M,0.1,16,0.11,17,6,N,Normoxia,1,1924.363847,8.324573239,231.1666667,865.6,634.4333333,26.70594578,1.164,0.358,0.16,0.06,0.275,0.067,0.208,5,5,1,1
6ML,6,2,Small,M,0.08,15,0.09,16.5,6,N,Normoxia,1,647.7225557,6.436461302,100.6333333,865.6,764.9666667,11.6258472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6Mp,9,3,Small,M,0.09,15.5,0.09,16,6,N,Normoxia,1,1522.423491,7.052610368,215.8666667,865.6,649.7333333,24.93838571,0.732,0.206,0,0.09,0.183,0.043,0.14,5,5,1,1
7Fb,3,1,Large,F,0.2,20,0.25,21.5,7,N,Normoxia,1,275.3544447,7.920070318,34.76666667,865.6,830.8333333,4.016481824,1.241,0.341,0.38,0.21,0.35,0.091,0.259,NA,6,0,1
7Fg,4,2,Large,F,0.22,22.5,1.11,32,7,N,Normoxia,1,532.9100771,8.553933822,62.3,865.6,803.3,7.197319778,0.66,0.163,2.79,0.81,0.225,0.065,0.16,NA,NA,NA,NA
7FL,7,3,Large,F,0.2,20.5,0.63,27,7,N,Normoxia,1,482.2332321,8.880906668,54.3,865.6,811.3,6.27310536,NA,NA,NA,NA,NA,NA,NA,NA,157,0,1
7Fp,7,3,Large,F,0.25,22.5,0.99,31,7,N,Normoxia,1,1465.090618,26.76779447,54.73333333,865.6,810.8666667,6.323166975,0.794,0.279,2.37,0.66,0.263,0.104,0.159,61,32,1,1
7Mb,3,1,Large,M,0.13,18,0.15,19,7,N,Normoxia,1,163.910708,7.743812974,21.16666667,865.6,844.4333333,2.445317314,1.444,0.194,0.25,0.14,0.384,0.046,0.338,NA,NA,NA,NA
7Mg,3,1,Large,M,0.14,18,0.15,19.5,7,N,Normoxia,1,543.9062622,7.799802995,69.73333333,865.6,795.8666667,8.056069008,0.957,0.747,0.12,0.14,0.255,0.178,0.077,18,128,1,1
7ML,4,2,Large,M,0.1,16,0.1,16.5,7,N,Normoxia,1,558.1849377,7.293357199,76.53333333,865.6,789.0666667,8.841651263,NA,NA,NA,NA,NA,NA,NA,99,37,1,1
7Mp,7,3,Large,M,0.15,19,0.18,19.5,7,N,Normoxia,1,311.7944525,8.029041695,38.83333333,865.6,826.7666667,4.486290819,0.947,0.362,0.31,0.17,0.259,0.091,0.168,5,4,1,1
8Fb,3,1,Large,F,0.21,21.5,0.35,25,8,H,Normoxia,1,0,NA,0,903.0666667,903.0666667,0,1.089,0.283,0.88,0.34,0.328,0.087,0.241,NA,NA,NA,NA
8Fg,4,2,Large,F,0.19,21,0.7,29.5,8,H,Normoxia,1,0,NA,0,903.0666667,903.0666667,0,0.599,0.306,2.25,0.83,0.205,0.122,0.083,100,100,1,1
8FL,4,2,Large,F,0.2,20.5,0.79,31,8,H,Normoxia,1,0,NA,0,903.0666667,903.0666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
8Fp,7,3,Large,F,0.2,22,0.49,26,8,H,Normoxia,1,0,NA,0,903.0666667,903.0666667,0,0.821,0.24,1.54,0.49,0.26,0.082,0.178,NA,27,0,1
8Mb,3,1,Large,M,0.11,18,0.16,18.5,8,H,Normoxia,1,0,NA,0,903.0666667,903.0666667,0,1.261,0.445,0.65,0.11,0.325,0.099,0.226,7,5,1,1
8Mg,4,2,Large,M,0.11,16,0.13,18,8,H,Normoxia,1,0,NA,0,903.0666667,903.0666667,0,1.109,0.487,0.29,0.12,0.289,0.111,0.178,NA,142,0,1
8ML,7,3,Large,M,0.13,18,0.15,19,8,H,Normoxia,1,0,NA,0,903.0666667,903.0666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8Mp,7,3,Large,M,0.21,22.5,0.31,25,8,H,Normoxia,1,0,NA,0,903.0666667,903.0666667,0,1.013,0.289,0.67,0.31,0.301,0.087,0.214,NA,7,0,1
9Fb,3,1,Large,F,0.17,20.5,0.44,26,9,N,Normoxia,1,68.80382734,6.573614077,10.46666667,865.6,855.1333333,1.20918053,0.61,0.299,1.64,0.34,0.184,0.092,0.092,6,123,1,1
9Fg,4,2,Large,F,0.13,18,0.261,21,9,N,Normoxia,1,0,NA,0,865.6,865.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9FL,7,3,Large,F,0.2,21,0.59,28,9,N,Normoxia,1,795.9700471,6.677601066,119.2,865.6,746.4,13.77079482,NA,NA,NA,NA,NA,NA,NA,15,15,1,1
9Fp,7,3,Large,F,0.19,20,0.82,29.5,9,N,Normoxia,1,149.4700578,6.245267038,23.93333333,865.6,841.6666667,2.764941466,0.727,0.251,2.52,0.57,0.236,0.09,0.146,7,22,1,1
9Mb,3,1,Large,M,0.11,17,0.12,18,9,N,Normoxia,1,84.20442565,6.363054835,13.23333333,865.6,852.3666667,1.528804683,1.153,0.201,0.15,0.12,0.3,0.046,0.254,41,41,1,1
9Mg,4,2,Large,M,0.1,17,0.13,18,9,N,Normoxia,1,632.5549734,7.007625259,90.26666667,865.6,775.3333333,10.42821935,1.013,0.524,0.45,0.12,0.264,0.119,0.145,6,6,1,1
9ML,4,2,Large,M,0.12,19,0.13,18.5,9,N,Normoxia,1,1033.577696,7.047120654,146.6666667,865.6,718.9333333,16.94393099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9Mp,7,3,Large,M,0.13,18,0.17,19,9,N,Normoxia,1,108.4749935,7.639084048,14.2,865.6,851.4,1.640480591,1.093,0.453,0.46,0.16,0.297,0.112,0.185,NA,45,0,1
10Fb,3,1,Large,F,0.23,22,0.69,30.5,10,H,Normoxia,2,0,NA,0,918.9333333,918.9333333,12.89664202,0.969,0.158,1.89,0.54,0.312,0.056,0.256,20,20,1,1
10Fg,3,1,Large,F,0.16,20,0.54,27,10,H,Normoxia,2,0,NA,0,918.9333333,918.9333333,5.18715342,0.865,0.046,2.1,0.38,0.265,0.015,0.25,70,34,1,1
10FL,4,2,Large,F,0.21,21.5,0.87,29,10,H,Normoxia,2,0,NA,0,918.9333333,918.9333333,4.132008626,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1
10Fp,7,3,Large,F,0.23,21.5,0.6,27.5,10,H,Normoxia,2,0,NA,0,918.9333333,918.9333333,6.484904498,1.008,0.048,1.65,0.43,0.314,0.016,0.298,38,38,1,1
10Mg,4,2,Large,M,0.16,18.5,0.19,20.5,10,H,Normoxia,2,0,NA,0,918.9333333,918.9333333,0.762476895,1.102,0.203,0.3,0.16,0.299,0.05,0.249,38,38,1,1
10ML,4,2,Large,M,0.12,18,0.11,16.5,10,H,Normoxia,2,0,NA,0,918.9333333,918.9333333,0.392791128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10Mp,7,3,Large,M,0.16,20,0.17,19.5,10,H,Normoxia,2,0,NA,0,918.9333333,918.9333333,11.74907579,0.659,0.188,0.1,0.17,0.18,0.047,0.133,NA,NA,NA,NA
11Fb,2,1,Random,F,0.21,20,0.19,21.5,11,N,Normoxia,2,556.782264,7.513930688,74.1,865.6,791.5,2.695625385,1.276,0.429,-0.17,0.17,0.349,0.108,0.241,NA,6,0,1
11Fg,5,2,Random,F,0.23,23,0.61,29,11,N,Normoxia,2,124.824281,6.934682279,18,865.6,847.6,4.124306839,0.714,0.322,1.68,0.76,0.241,0.125,0.116,5,49,1,1
11FL,8,3,Random,F,0.18,20.5,0.58,18.5,11,N,Normoxia,2,532.6564675,6.630578433,80.33333333,865.6,785.2666667,7.247381392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11Fp,8,3,Random,F,0.21,21.5,0.18,21.5,11,N,Normoxia,2,509.2242306,6.650730047,76.56666667,865.6,789.0333333,4.590264941,NA,NA,NA,NA,NA,NA,NA,8,7,1,1
