Fish_ID,Beas_population_code,Population_old_code,Harvested,Sex,Weight_g,Length_mm,Weight_finished,Length_finished,Tank,Acclimation,Treatment,Trial,Distance_moved,Speed,Time_moving,TotalTime,Time_stationary,Percentage_moving,MMR_mghg,SMR_mghg,SGR,Weight_resp,MMR_scaled,SMR_scaled,AS,FSR,fastestFSR,Status,FastestStatus
4Fb,2,1,Random,F,0.16,20,0.52,26.5,4,N,Normoxia,3,0,NA,89.1,907.8,907.8,0,0.767,0.302,2.03,NA,NA,NA,NA,NA,NA,NA,NA
4Fg,5,2,Random,F,0.23,22,0.8,30.5,4,N,Normoxia,3,0,NA,25.2,907.8,907.8,0,0.774,0.329,2.15,0.72,0.259,0.126,0.133,38,27,1,1
4FL,8,3,Random,F,0.19,20,0.35,25,4,N,Normoxia,3,0,NA,116.8333333,907.8,907.8,0,NA,NA,NA,NA,NA,NA,NA,NA,32,0,1
4Fp,8,3,Random,F,0.17,20,0.62,27,4,N,Normoxia,3,0,NA,38.16666667,907.8,907.8,0,0.964,0.301,2.23,0.43,0.3,0.099,0.201,NA,NA,NA,NA
4Mb,8,1,Random,M,0.09,16,0.01,17,4,N,Normoxia,3,0,NA,55.06666667,907.8,907.8,0,1.09,0.608,-3.79,0.1,0.277,0.131,0.146,6,6,1,1
4Mg,5,2,Random,M,0.1,16.5,0.12,17,4,N,Normoxia,3,0,NA,300.7333333,907.8,907.8,0,0.928,0.592,0.31,0.11,0.239,0.131,0.108,NA,5,0,1
4ML,5,2,Random,M,0.11,17,0.13,18,4,N,Normoxia,3,0,NA,129.1333333,907.8,907.8,0,NA,NA,NA,NA,NA,NA,NA,5,5,1,1
4Mp,8,3,Random,M,0.09,16,0.09,16,4,N,Normoxia,3,0,NA,93.7,907.8,907.8,0,1.227,0.714,0,0.09,0.307,0.15,0.157,NA,5,0,1
5Fb,1,1,Small,F,0.18,20,0.23,22.5,5,H,Normoxia,3,683.8227352,7.395343207,88.1,865.6,773.1333333,0,0.912,0.314,0.42,0.32,0.273,0.095,0.178,6,6,1,1
5Fg,1,1,Small,F,0.13,18,0.43,25.5,5,H,Normoxia,3,117.7555889,9.923223784,79.86666667,865.6,853.7333333,0,0.706,0.316,2.06,0.4,0.218,0.102,0.116,NA,6,0,1
5FL,6,2,Small,F,0.19,20.5,0.38,24,5,H,Normoxia,3,290.6197594,6.410729986,15.1,865.6,820.2666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5Fp,9,3,Small,F,0.19,21,0.42,25.5,5,H,Normoxia,3,378.1034662,7.452762145,113.3666667,865.6,814.8666667,0,0.8,0.15,1.37,0.42,0.248,0.049,0.199,31,22,1,1
5Mb,1,1,Small,M,0.07,12.5,0.08,16,5,H,Normoxia,3,242.29658,6.495886864,49.5,865.6,828.3,0,0.427,0.036,0.23,0.09,0.107,0.008,0.099,7,14,1,1
5Mg,6,2,Small,M,0.08,15,0.09,15.5,5,H,Normoxia,3,586.5106358,6.538580109,118,865.6,775.9,0,0.806,0.532,0.2,0.09,0.202,0.111,0.091,NA,38,0,1
5ML,6,2,Small,M,0.1,16.5,0.12,18,5,H,Normoxia,3,782.7026709,6.945010389,99.2,865.6,752.9,0,NA,NA,NA,NA,NA,NA,NA,4,4,1,1
5Mp,9,3,Small,M,0.11,17.5,0.12,18,5,H,Normoxia,3,452.1853639,9.87304288,52.23333333,865.6,819.8,0,0.91,0.649,0.15,0.12,0.237,0.148,0.089,NA,NA,NA,NA
6Fb,1,1,Small,F,0.12,16.5,0.34,24,6,N,Normoxia,3,250.6211033,8.514873271,43.2,865.6,836.1666667,0.68930992,0.493,0.171,1.8,0.4,0.152,0.055,0.097,5,4,1,1
6Fg,6,2,Small,F,0.11,17,0.45,25.5,6,N,Normoxia,3,121.9820366,7.422841986,17.3,865.6,849.1666667,0.731669747,0.831,0.324,2.43,0.37,0.253,0.102,0.151,26,24,1,1
6FL,9,3,Small,F,0.13,19.5,0.65,27.5,6,N,Normoxia,3,127.4750235,7.055813106,30.73333333,865.6,847.5333333,4.004929144,NA,NA,NA,NA,NA,NA,NA,32,19,1,1
6Fp,9,3,Small,F,0.12,17,0.33,23.5,6,N,Normoxia,3,201.4488118,7.406206318,35.9,865.6,838.4,0.843345656,0.661,0.329,1.74,0.28,0.194,0.096,0.098,5,4,1,1
6Mb,1,1,Small,M,0.07,14.5,0.09,16,6,N,Normoxia,3,274.9423833,7.931030286,37.83333333,865.6,830.9333333,1.370918053,1.382,0.698,0.43,0.08,0.34,0.141,0.199,NA,NA,NA,NA
6Mg,6,2,Small,M,0.1,16,0.11,17,6,N,Normoxia,3,987.2858252,8.287234123,132.5,865.6,746.4666667,9.754313001,1.164,0.358,0.16,0.06,0.275,0.067,0.208,6,5,1,1
6ML,6,2,Small,M,0.08,15,0.09,16.5,6,N,Normoxia,3,517.7018405,8.300938116,85.36666667,865.6,803.2333333,0.51987061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6Mp,9,3,Small,M,0.09,15.5,0.09,16,6,N,Normoxia,3,118.4655141,6.605883685,68.1,865.6,847.6666667,1.463339495,0.732,0.206,0,0.09,0.183,0.043,0.14,7,5,1,1
7Fb,3,1,Large,F,0.2,20,0.25,21.5,7,N,Normoxia,3,144.3899011,9.100203852,0,865.6,849.7333333,4.536352434,1.241,0.341,0.38,0.21,0.35,0.091,0.259,6,6,1,1
7Fg,4,2,Large,F,0.22,22.5,1.11,32,7,N,Normoxia,3,973.055372,8.555586507,0,865.6333333,751.9,3.754621072,0.66,0.163,2.79,0.81,0.225,0.065,0.16,NA,NA,NA,NA
7FL,7,3,Large,F,0.2,20.5,0.63,27,7,N,Normoxia,3,51.88549512,7.483484874,0,865.6,858.6666667,1.648182378,NA,NA,NA,NA,NA,NA,NA,28,157,1,1
7Fp,7,3,Large,F,0.25,22.5,0.99,31,7,N,Normoxia,3,412.9627338,6.544575813,0,865.6,802.5,1.767560074,0.794,0.279,2.37,0.66,0.263,0.104,0.159,32,32,1,1
7Mb,3,1,Large,M,0.13,18,0.15,19,7,N,Normoxia,3,170.0597982,9.343944956,0,865.6,847.4,4.278342575,1.444,0.194,0.25,0.14,0.384,0.046,0.338,NA,NA,NA,NA
7Mg,3,1,Large,M,0.14,18,0.15,19.5,7,N,Normoxia,3,846.2180417,8.536160474,0,865.6,766.4666667,4.875231054,0.957,0.747,0.12,0.14,0.255,0.178,0.077,76,128,1,1
7ML,4,2,Large,M,0.1,16,0.1,16.5,7,N,Normoxia,3,950.2894149,10.9354363,0,865.6,778.7,9.977664818,NA,NA,NA,NA,NA,NA,NA,37,37,1,1
7Mp,7,3,Large,M,0.15,19,0.18,19.5,7,N,Normoxia,3,536.5783157,8.777180737,0,865.6,804.4666667,3.465804067,0.947,0.362,0.31,0.17,0.259,0.091,0.168,4,4,1,1
8Fb,3,1,Large,F,0.21,21.5,0.35,25,8,H,Normoxia,3,224.5111954,7.297221952,38.16666667,865.6,834.8333333,0,1.089,0.283,0.88,0.34,0.328,0.087,0.241,NA,NA,NA,NA
8Fg,4,2,Large,F,0.19,21,0.7,29.5,8,H,Normoxia,3,353.1583544,8.257794724,69.16666667,865.6,822.8333333,0,0.599,0.306,2.25,0.83,0.205,0.122,0.083,5,100,1,1
8FL,4,2,Large,F,0.2,20.5,0.79,31,8,H,Normoxia,3,604.9797576,8.905492016,111.8333333,865.6,797.6666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
8Fp,7,3,Large,F,0.2,22,0.49,26,8,H,Normoxia,3,177.4231108,10.97462541,34.76666667,865.6,849.4333333,0,0.821,0.24,1.54,0.49,0.26,0.082,0.178,45,27,1,1
8Mb,3,1,Large,M,0.11,18,0.16,18.5,8,H,Normoxia,3,319.6509381,7.422235406,47.73333333,865.6,822.5333333,0,1.261,0.445,0.65,0.11,0.325,0.099,0.226,7,5,1,1
8Mg,4,2,Large,M,0.11,16,0.13,18,8,H,Normoxia,3,634.0332332,7.557011123,0,865.6,781.7,0,1.109,0.487,0.29,0.12,0.289,0.111,0.178,142,142,1,1
8ML,7,3,Large,M,0.13,18,0.15,19,8,H,Normoxia,3,490.8320835,6.929394121,74.93333333,865.6,794.7666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8Mp,7,3,Large,M,0.21,22.5,0.31,25,8,H,Normoxia,3,258.5230392,6.199593267,17.8,865.6,823.9,0,1.013,0.289,0.67,0.31,0.301,0.087,0.214,7,7,1,1
9Fb,3,1,Large,F,0.17,20.5,0.44,26,9,N,Normoxia,3,215.9570286,6.72763329,101.3666667,865.6,833.5,0,0.61,0.299,1.64,0.34,0.184,0.092,0.092,123,123,1,1
9Fg,4,2,Large,F,0.13,18,0.261,21,9,N,Normoxia,3,0,NA,118.5333333,865.6,865.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9FL,7,3,Large,F,0.2,21,0.59,28,9,N,Normoxia,3,164.0448532,6.686610865,139.3,865.6,841.0666667,0,NA,NA,NA,NA,NA,NA,NA,30,15,1,1
9Fp,7,3,Large,F,0.19,20,0.82,29.5,9,N,Normoxia,3,502.2351935,6.573759078,87.76666667,865.6,789.2,0,0.727,0.251,2.52,0.57,0.236,0.09,0.146,22,22,1,1
9Mb,3,1,Large,M,0.11,17,0.12,18,9,N,Normoxia,3,432.7119793,6.643479724,189.7333333,865.6,800.4666667,0,1.153,0.201,0.15,0.12,0.3,0.046,0.254,45,41,1,1
9Mg,4,2,Large,M,0.1,17,0.13,18,9,N,Normoxia,3,1090.425529,7.103749373,150.8,865.6,712.1,0,1.013,0.524,0.45,0.12,0.264,0.119,0.145,7,6,1,1
9ML,4,2,Large,M,0.12,19,0.13,18.5,9,N,Normoxia,3,1083.378428,7.012158109,163.2333333,865.6,711.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9Mp,7,3,Large,M,0.13,18,0.17,19,9,N,Normoxia,3,185.7550617,10.47490949,152.3666667,865.6,847.8666667,0,1.093,0.453,0.46,0.16,0.297,0.112,0.185,45,45,1,1
10Fb,3,1,Large,F,0.23,22,0.69,30.5,10,H,Recovery,1,1037.548407,7.042183755,147.3333333,865.6,718.2666667,17.02094886,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1
10Fg,3,1,Large,F,0.16,20,0.54,27,10,H,Recovery,1,644.5719802,7.153962044,90.1,865.6,775.5,10.40896488,NA,NA,NA,NA,NA,NA,NA,41,41,1,1
10FL,4,2,Large,F,0.21,21.5,0.87,29,10,H,Recovery,1,243.0750123,15.35210604,15.83333333,865.6,849.7666667,1.829174368,NA,NA,NA,NA,NA,NA,NA,NA,48,0,1
10Fp,7,3,Large,F,0.23,21.5,0.6,27.5,10,H,Recovery,1,459.7020354,7.105131923,64.7,865.6,800.9,7.474584104,NA,NA,NA,NA,NA,NA,NA,63,31,1,1
10Mg,4,2,Large,M,0.16,18.5,0.19,20.5,10,H,Recovery,1,73.63564114,29.06670045,2.533333333,865.6,863.0666667,0.292667899,NA,NA,NA,NA,NA,NA,NA,5,5,1,1
10ML,4,2,Large,M,0.12,18,0.11,16.5,10,H,Recovery,1,212.30967,6.375665766,33.3,865.6,832.3,3.847042514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10Mp,7,3,Large,M,0.16,20,0.17,19.5,10,H,Recovery,1,590.8649091,8.240793711,71.7,865.6,793.9,8.283271719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11Fb,2,1,Random,F,0.21,20,0.19,21.5,11,N,Recovery,1,861.4509467,7.210805915,119.4666667,865.6,746.1333333,13.80160197,NA,NA,NA,NA,NA,NA,NA,10,10,1,1
11Fg,5,2,Random,F,0.23,23,0.61,29,11,N,Recovery,1,369.5375715,7.079263821,52.2,865.6,813.4,6.030499076,NA,NA,NA,NA,NA,NA,NA,NA,53,0,1
11FL,8,3,Random,F,0.18,20.5,0.58,18.5,11,N,Recovery,1,710.9680965,7.349773568,96.73333333,865.6,768.8666667,11.17529267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11Fp,8,3,Random,F,0.21,21.5,0.18,21.5,11,N,Recovery,1,730.5859975,8.514988315,85.8,865.6,779.8,9.91219963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11Mb,2,1,Random,M,0.1,16,0.08,16,11,N,Recovery,1,441.6121142,9.000246892,49.06666667,865.6,816.5333333,5.668515096,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
11Mg,2,1,Random,M,0.1,17,0.12,17.5,11,N,Recovery,1,86.08550411,13.31219136,6.466666667,865.6,859.1333333,0.747073321,NA,NA,NA,NA,NA,NA,NA,6,6,1,1
11ML,5,2,Random,M,0.12,17,0.14,18,11,N,Recovery,1,1264.112055,6.88514191,183.6,865.6,682,21.21072089,NA,NA,NA,NA,NA,NA,NA,NA,34,0,1
11Mp,8,3,Random,M,0.11,17,0.12,17.5,11,N,Recovery,1,715.0323183,7.524015977,95.03333333,865.6,770.5666667,10.9788971,NA,NA,NA,NA,NA,NA,NA,5,5,1,1
12Fb,1,1,Small,F,0.17,19.5,0.62,27,12,H,Recovery,1,678.8485345,7.799868263,87.03333333,865.6,778.5666667,10.05468269,NA,NA,NA,NA,NA,NA,NA,NA,28,0,1
12Fg,6,2,Small,F,0.11,17.5,0.44,24.5,12,H,Recovery,1,609.2799107,6.936773177,87.83333333,865.6,777.7666667,10.14710413,NA,NA,NA,NA,NA,NA,NA,53,53,1,1
12FL,6,2,Small,F,0.16,19,0.38,24,12,H,Recovery,1,805.3383697,8.441701988,95.4,865.6,770.2,11.02125693,NA,NA,NA,NA,NA,NA,NA,31,31,1,1
12Fp,9,3,Small,F,0.17,19.5,0.43,25,12,H,Recovery,1,585.1333269,9.473286457,61.76666667,865.6,803.8333333,7.135705484,NA,NA,NA,NA,NA,NA,NA,27,27,1,1
12Mb,1,1,Small,M,0.08,17,0.09,15.5,12,H,Recovery,1,989.2106981,8.606821619,114.9333333,865.6,750.6666667,13.27788047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12Mg,6,2,Small,M,0.07,15,0.07,15,12,H,Recovery,1,1214.844679,7.150351258,169.9,865.6,695.7,19.6280037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12ML,9,3,Small,M,0.12,18,0.14,18.5,12,H,Recovery,1,146.8557635,7.117403724,20.63333333,865.6,844.9666667,2.383703019,NA,NA,NA,NA,NA,NA,NA,40,40,1,1
12Mp,9,3,Small,M,0.08,16,0.09,16.5,12,H,Recovery,1,0,NA,0,865.6,865.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1Fb,2,1,Random,F,0.16,19,0.3,22,1,H,Recovery,1,902.629246,7.842130721,115.1,865.6,750.5,13.29713494,NA,NA,NA,NA,NA,NA,NA,NA,34,0,1
1Fg,2,1,Random,F,0.23,20.5,0.45,25.5,1,H,Recovery,1,518.1661434,7.186770366,72.1,865.6,793.5,8.32948244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1FL,5,2,Random,F,0.24,22.5,0.57,28.5,1,H,Recovery,1,1396.758636,7.752591876,180.1666667,865.6,685.4333333,20.81407887,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
1Fp,8,3,Random,F,0.19,20.5,0.2,21.5,1,H,Recovery,1,2404.514257,7.650379438,314.3,865.6,551.3,36.31007394,NA,NA,NA,NA,NA,NA,NA,NA,8,0,1
1Mb,2,1,Random,M,0.1,16,0.12,18,1,H,Recovery,1,1055.598013,7.456543535,141.5666667,865.6,724.0333333,16.3547443,NA,NA,NA,NA,NA,NA,NA,NA,52,0,1
1Mg,5,2,Random,M,0.14,18.5,0.17,19,1,H,Recovery,1,97.78491204,9.283377726,10.53333333,865.6,855.0666667,1.216882317,NA,NA,NA,NA,NA,NA,NA,102,102,1,1
1ML,5,2,Random,M,0.13,17.5,0.14,18.5,1,H,Recovery,1,533.9284667,9.179285961,58.16666667,865.6,807.4333333,6.719808996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1Mp,8,3,Random,M,0.13,19.5,0.16,19.5,1,H,Recovery,1,1515.016197,7.386719633,205.1,865.6,660.5,23.69454713,NA,NA,NA,NA,NA,NA,NA,7,134,1,1
2Fb,1,1,Small,F,0.17,19,0.72,30,2,N,Recovery,1,2579.833078,7.921698295,325.6666667,865.6,539.9333333,37.62322859,NA,NA,NA,NA,NA,NA,NA,7,6,1,1
2Fg,6,2,Small,F,0.12,18.5,0.34,23,2,N,Recovery,1,2256.59839,7.940177306,284.2,865.6,581.4,32.83271719,NA,NA,NA,NA,NA,NA,NA,47,47,1,1
2FL,9,3,Small,F,0.29,23.5,0.54,27.5,2,N,Recovery,1,1044.676968,7.53191758,138.7,865.6,726.9,16.02356747,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1
2Fp,9,3,Small,F,0.3,23.5,0.58,28.5,2,N,Recovery,1,993.8550114,7.16722364,138.6666667,865.6,726.9333333,16.01971657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2Mb,1,1,Small,M,0.05,15.5,0.07,16,2,N,Recovery,1,980.1726206,6.925383565,141.5333333,865.6,724.0666667,16.35089341,NA,NA,NA,NA,NA,NA,NA,7,6,1,1
2Mg,1,1,Small,M,0.06,15.5,0.07,15.5,2,N,Recovery,1,683.3794039,7.842915882,87.13333333,865.6,778.4666667,10.06623537,NA,NA,NA,NA,NA,NA,NA,NA,41,0,1
2ML,6,2,Small,M,0.09,15.5,0.1,17.5,2,N,Recovery,1,1318.209118,9.598610079,137.3333333,865.6,728.2666667,15.86568084,NA,NA,NA,NA,NA,NA,NA,22,17,1,1
2Mp,9,3,Small,M,0.12,17,0.13,18,2,N,Recovery,1,1343.128608,7.273259608,184.6666667,865.6,680.9333333,21.33394948,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3Fb,2,1,Random,F,0.22,21.5,0.58,26.5,3,H,Recovery,1,1949.601956,17.36581315,112.2666667,865.6,753.3333333,12.969809,NA,NA,NA,NA,NA,NA,NA,30,19,1,1
3Fg,5,2,Random,F,0.3,23.5,0.82,30,3,H,Recovery,1,594.2251678,9.15601183,64.9,865.6,800.7,7.497689464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3FL,5,2,Random,F,0.22,21.5,0.69,27.5,3,H,Recovery,1,375.3024881,7.491067627,50.1,865.6,815.5,5.787892791,NA,NA,NA,NA,NA,NA,NA,7,4,1,1
3Fp,8,3,Random,F,0.18,20.5,0.25,23,3,H,Recovery,1,659.3555324,6.987165656,94.36666667,865.6,771.2333333,10.90187924,NA,NA,NA,NA,NA,NA,NA,6,6,1,1
3Mb,2,1,Random,M,0.11,18,0.11,18,3,H,Recovery,1,521.2910298,7.515007637,69.36666667,865.6,796.2333333,8.013709181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3Mg,5,2,Random,M,0.11,18,0.12,18,3,H,Recovery,1,1485.387421,14.70680615,101,865.6,764.6,11.66820702,NA,NA,NA,NA,NA,NA,NA,15,15,1,1
3ML,8,3,Random,M,0.12,17.5,0.12,18,3,H,Recovery,1,2785.075058,8.150644009,341.7,865.6,523.9,39.47550832,NA,NA,NA,NA,NA,NA,NA,6,6,1,1
3Mp,8,3,Random,M,0.15,18.5,0.16,19,3,H,Recovery,1,946.1768533,7.821798181,120.9666667,865.6,744.6333333,13.97489217,NA,NA,NA,NA,NA,NA,NA,3,3,1,1
4Fb,2,1,Random,F,0.16,20,0.52,26.5,4,N,Recovery,1,1440.41394,7.191282774,200.3,865.6,665.3,23.14001848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4Fg,5,2,Random,F,0.23,22,0.8,30.5,4,N,Recovery,1,921.2748464,7.220022307,127.6,865.6,738,14.74121996,NA,NA,NA,NA,NA,NA,NA,6,29,1,1
4FL,8,3,Random,F,0.19,20,0.35,25,4,N,Recovery,1,1139.948855,7.700622754,148.0333333,865.6,717.5666667,17.10181762,NA,NA,NA,NA,NA,NA,NA,7,7,1,1
4Fp,8,3,Random,F,0.17,20,0.62,27,4,N,Recovery,1,543.9977169,6.944651705,78.33333333,865.6,787.2666667,9.049599507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4Mb,8,1,Random,M,0.09,16,0.01,17,4,N,Recovery,1,669.2871265,6.848094746,97.73333333,865.6,767.8666667,11.29081947,NA,NA,NA,NA,NA,NA,NA,34,34,1,1
4Mg,5,2,Random,M,0.1,16.5,0.12,17,4,N,Recovery,1,1818.498267,6.979013433,260.5666667,865.6,605.0333333,30.10243376,NA,NA,NA,NA,NA,NA,NA,5,5,1,1
4ML,5,2,Random,M,0.11,17,0.13,18,4,N,Recovery,1,1188.08764,7.854259409,151.2666667,865.6,714.3333333,17.47535428,NA,NA,NA,NA,NA,NA,NA,6,5,1,1
4Mp,8,3,Random,M,0.09,16,0.09,16,4,N,Recovery,1,1313.698244,6.867215077,191.3,865.6,674.3,22.10027726,NA,NA,NA,NA,NA,NA,NA,4,4,1,1
5Fb,1,1,Small,F,0.18,20,0.23,22.5,5,H,Recovery,1,395.8936174,7.560030886,52.36666667,865.6,813.2333333,6.049753543,NA,NA,NA,NA,NA,NA,NA,6,5,1,1
5Fg,1,1,Small,F,0.13,18,0.43,25.5,5,H,Recovery,1,389.7741164,7.73873163,50.36666667,865.6,815.2333333,5.818699938,NA,NA,NA,NA,NA,NA,NA,7,7,1,1
5FL,6,2,Small,F,0.19,20.5,0.38,24,5,H,Recovery,1,88.00087502,6.649940178,13.23333333,865.6,852.3666667,1.528804683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5Fp,9,3,Small,F,0.19,21,0.42,25.5,5,H,Recovery,1,168.7536775,7.263429446,23.23333333,865.6,842.3666667,2.684072705,NA,NA,NA,NA,NA,NA,NA,31,31,1,1
5Mb,1,1,Small,M,0.07,12.5,0.08,16,5,H,Recovery,1,167.8554167,6.531339171,25.7,865.6,839.9,2.969038817,NA,NA,NA,NA,NA,NA,NA,6,5,1,1
5Mg,6,2,Small,M,0.08,15,0.09,15.5,5,H,Recovery,1,281.9694187,6.547277525,43.06666667,865.6,822.5333333,4.975354282,NA,NA,NA,NA,NA,NA,NA,5,18,1,1
5ML,6,2,Small,M,0.1,16.5,0.12,18,5,H,Recovery,1,1504.970402,7.095570022,212.1,865.6,653.5,24.50323475,NA,NA,NA,NA,NA,NA,NA,6,5,1,1
5Mp,9,3,Small,M,0.11,17.5,0.12,18,5,H,Recovery,1,192.8996129,11.76217152,16.4,865.6,849.2,1.894639556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6Fb,1,1,Small,F,0.12,16.5,0.34,24,6,N,Recovery,1,315.5513635,7.895363558,39.96666667,865.6,825.6333333,4.617221195,NA,NA,NA,NA,NA,NA,NA,6,5,1,1
6Fg,6,2,Small,F,0.11,17,0.45,25.5,6,N,Recovery,1,511.9531607,10.0514364,50.93333333,865.6,814.6666667,5.884165126,NA,NA,NA,NA,NA,NA,NA,31,28,1,1
6FL,9,3,Small,F,0.13,19.5,0.65,27.5,6,N,Recovery,1,441.3407704,7.25889425,60.8,865.6,804.8,7.024029575,NA,NA,NA,NA,NA,NA,NA,33,33,1,1
6Fp,9,3,Small,F,0.12,17,0.33,23.5,6,N,Recovery,1,435.2521209,7.72636901,56.33333333,865.6,809.2666667,6.508009858,NA,NA,NA,NA,NA,NA,NA,23,23,1,1
6Mb,1,1,Small,M,0.07,14.5,0.09,16,6,N,Recovery,1,1411.759925,12.13895034,116.3,865.6,749.3,13.4357671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6Mg,6,2,Small,M,0.1,16,0.11,17,6,N,Recovery,1,1443.294095,7.999043573,180.4333333,865.6,685.1666667,20.84488601,NA,NA,NA,NA,NA,NA,NA,38,38,1,1
6ML,6,2,Small,M,0.08,15,0.09,16.5,6,N,Recovery,1,106.5867206,7.488528382,14.23333333,865.6,851.3666667,1.644331485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6Mp,9,3,Small,M,0.09,15.5,0.09,16,6,N,Recovery,1,870.376279,7.577274629,114.8666667,865.6,750.7333333,13.27017868,NA,NA,NA,NA,NA,NA,NA,6,5,1,1
7Fb,3,1,Large,F,0.2,20,0.25,21.5,7,N,Recovery,1,0,NA,0,1143.533333,1143.533333,0,NA,NA,NA,NA,NA,NA,NA,NA,33,0,1
7Fg,4,2,Large,F,0.22,22.5,1.11,32,7,N,Recovery,1,0,NA,0,1143.533333,1143.533333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7FL,7,3,Large,F,0.2,20.5,0.63,27,7,N,Recovery,1,0,NA,0,1143.533333,1143.533333,0,NA,NA,NA,NA,NA,NA,NA,10,10,1,1
7Fp,7,3,Large,F,0.25,22.5,0.99,31,7,N,Recovery,1,0,NA,0,1143.533333,1143.533333,0,NA,NA,NA,NA,NA,NA,NA,7,7,1,1
7Mb,3,1,Large,M,0.13,18,0.15,19,7,N,Recovery,1,0,NA,0,1143.533333,1143.533333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7Mg,3,1,Large,M,0.14,18,0.15,19.5,7,N,Recovery,1,0,NA,0,1143.533333,1143.533333,0,NA,NA,NA,NA,NA,NA,NA,98,51,1,1
7ML,4,2,Large,M,0.1,16,0.1,16.5,7,N,Recovery,1,0,NA,0,1143.533333,1143.533333,0,NA,NA,NA,NA,NA,NA,NA,NA,44,0,1
7Mp,7,3,Large,M,0.15,19,0.18,19.5,7,N,Recovery,1,0,NA,0,1143.533333,1143.533333,0,NA,NA,NA,NA,NA,NA,NA,6,6,1,1
8Fb,3,1,Large,F,0.21,21.5,0.35,25,8,H,Recovery,1,627.9673118,8.493696734,73.93333333,865.6,791.6666667,8.541281577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8Fg,4,2,Large,F,0.19,21,0.7,29.5,8,H,Recovery,1,878.1662284,9.507393306,92.36666667,865.6,773.2333333,10.67082563,NA,NA,NA,NA,NA,NA,NA,6,6,1,1
8FL,4,2,Large,F,0.2,20.5,0.79,31,8,H,Recovery,1,1424.189293,14.28952468,99.66666667,865.6,765.9333333,11.51417129,NA,NA,NA,NA,NA,NA,NA,6,6,1,1
8Fp,7,3,Large,F,0.2,22,0.49,26,8,H,Recovery,1,22.19171754,9.510736087,2.333333333,865.6,863.2666667,0.269562539,NA,NA,NA,NA,NA,NA,NA,20,10,1,1
8Mb,3,1,Large,M,0.11,18,0.16,18.5,8,H,Recovery,1,618.9423029,7.427307635,83.33333333,865.6,782.2666667,9.627233518,NA,NA,NA,NA,NA,NA,NA,5,5,1,1
8Mg,4,2,Large,M,0.11,16,0.13,18,8,H,Recovery,1,913.3344164,7.490440813,121.9333333,865.6,743.6666667,14.08656808,NA,NA,NA,NA,NA,NA,NA,NA,101,0,1
8ML,7,3,Large,M,0.13,18,0.15,19,8,H,Recovery,1,625.5525353,6.654814205,94,865.6,771.6,10.85951941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8Mp,7,3,Large,M,0.21,22.5,0.31,25,8,H,Recovery,1,339.3462242,10.94665239,31,865.6,834.6,3.581330869,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1
9Fb,3,1,Large,F,0.17,20.5,0.44,26,9,N,Recovery,1,306.1840505,7.731920468,39.6,865.6,826,4.574861368,NA,NA,NA,NA,NA,NA,NA,NA,48,0,1
9Fg,4,2,Large,F,0.13,18,0.261,21,9,N,Recovery,1,1352.382419,7.799206566,173.4,865.6,692.2,20.0323475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
