Fish_ID,Aquarium,Acclimation,MMR_Hypoxic_mg/h/g,MMR_Normoxic__mg/h/g,SMR_Hypoxic__mg/h/g,SMR_Normoxic__mg/h/g,sex,Weight_start,Weight_end,Length_start,Length_end,SGR,Weight_resp,MMR_Hypoxic_scaled,MMR_Normoxic_scaled,SMR_Hypoxic_scaled,SMR_Normoxic_scaled,AS_H,AS_N,Harvested,Metric,Hypoxia,Normoxia,Recovery,NormoxiaDrop1,NormoxiaDrop2,NormoxiaDrop3,HypoxiaDrop4,HypoxiaDrop5,HypoxiaDrop6,RecoveryDrop7,RecoveryDrop8,RecoveryDrop9,ControlNormoxiaDrop1,ControlNormoxiaDrop2,ControlNormoxiaDrop3,ControlNormoxiaDrop4,ControlNormoxiaDrop5,ControlNormoxiaDrop6,ControlNormoxiaDrop7,ControlNormoxiaDrop8,ControlNormoxiaDrop9,ControlHypoxiaDrop1,ControlHypoxiaDrop2,ControlHypoxiaDrop3
8fl,8,Hypoxia acclimated,0.539,0.807,0.227,0.268,F,0.2,0.79,20.5,31,2.37,0.74,0.181,0.271,0.088,0.103,0.093,0.168,Large,Time,18.5777777766667,59.92222221,49.0666666666667,NA,NA,NA,960,NA,140,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8fp,8,Hypoxia acclimated,0.474,0.821,0.207,0.24,F,0.2,0.49,22,26,1.54,0.49,0.15,0.26,0.071,0.082,0.079,0.178,Large,Distance,118.036576236667,134.207617133333,47.1917430466667,NA,540,900,360,500,NA,400,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8fp,8,Hypoxia acclimated,0.474,0.821,0.207,0.24,F,0.2,0.49,22,26,1.54,0.49,0.15,0.26,0.071,0.082,0.079,0.178,Large,Speed,6.396458081,8.7260433945,7.842872653,NA,540,900,360,500,NA,400,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8fp,8,Hypoxia acclimated,0.474,0.821,0.207,0.24,F,0.2,0.49,22,26,1.54,0.49,0.15,0.26,0.071,0.082,0.079,0.178,Large,Time,18.3222222223333,16.97777778,7.222222221,NA,540,900,360,500,NA,400,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8mb,8,Hypoxia acclimated,0.792,1.261,0.187,0.445,M,0.11,0.16,18,18.5,0.65,0.11,0.204,0.325,0.042,0.099,0.162,0.226,Large,Distance,78.4474230966667,243.682689933333,371.5215542,140,100,140,800,100,100,100,140,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8mb,8,Hypoxia acclimated,0.792,1.261,0.187,0.445,M,0.11,0.16,18,18.5,0.65,0.11,0.204,0.325,0.042,0.099,0.162,0.226,Large,Speed,7.58370234,8.0204452,7.3243072395,140,100,140,800,100,100,100,140,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8mb,8,Hypoxia acclimated,0.792,1.261,0.187,0.445,M,0.11,0.16,18,18.5,0.65,0.11,0.204,0.325,0.042,0.099,0.162,0.226,Large,Time,11.1444444443333,30.2666666666667,50.6555555533333,140,100,140,800,100,100,100,140,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8mg,8,Hypoxia acclimated,0.764,1.109,0.274,0.487,M,0.11,0.13,16,18,0.29,0.12,0.199,0.289,0.062,0.111,0.137,0.178,Large,Distance,387.629135933333,211.344411066667,512.012070733333,NA,3180,2840,120,100,NA,NA,1600,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8mg,8,Hypoxia acclimated,0.764,1.109,0.274,0.487,M,0.11,0.13,16,18,0.29,0.12,0.199,0.289,0.062,0.111,0.137,0.178,Large,Speed,7.3366585465,7.557011123,7.4814311815,NA,3180,2840,120,100,NA,NA,1600,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8mg,8,Hypoxia acclimated,0.764,1.109,0.274,0.487,M,0.11,0.13,16,18,0.29,0.12,0.199,0.289,0.062,0.111,0.137,0.178,Large,Time,53.28888889,27.9666666666667,68.42222221,NA,3180,2840,120,100,NA,NA,1600,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8ml,8,Hypoxia acclimated,0.809,0.989,0.104,0.414,M,0.13,0.15,18,19,0.25,0.15,0.217,0.266,0.025,0.101,0.192,0.165,Large,Distance,393.897235833333,340.1456227,421.4474306,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,0,920,880,480,920,760,320,0,NA,NA,NA
8ml,8,Hypoxia acclimated,0.809,0.989,0.104,0.414,M,0.13,0.15,18,19,0.25,0.15,0.217,0.266,0.025,0.101,0.192,0.165,Large,Speed,8.366751666,6.998536815,6.608861331,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,0,920,880,480,920,760,320,0,NA,NA,NA
8ml,8,Hypoxia acclimated,0.809,0.989,0.104,0.414,M,0.13,0.15,18,19,0.25,0.15,0.217,0.266,0.025,0.101,0.192,0.165,Large,Time,44.7888888866667,48.5888888866667,63.7777777766667,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,0,920,880,480,920,760,320,0,NA,NA,NA
8mp,8,Hypoxia acclimated,0.577,1.013,0.157,0.289,M,0.21,0.31,22.5,25,0.67,0.31,0.172,0.301,0.047,0.087,0.125,0.214,Large,Distance,26.28930715,144.092029333333,129.681778856667,NA,NA,140,920,100,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8mp,8,Hypoxia acclimated,0.577,1.013,0.157,0.289,M,0.21,0.31,22.5,25,0.67,0.31,0.172,0.301,0.047,0.087,0.125,0.214,Large,Speed,6.4614419195,7.9805002505,8.8773749875,NA,NA,140,920,100,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8mp,8,Hypoxia acclimated,0.577,1.013,0.157,0.289,M,0.21,0.31,22.5,25,0.67,0.31,0.172,0.301,0.047,0.087,0.125,0.214,Large,Time,4.05555555533333,19.8333333333333,12.7666666666667,NA,NA,140,920,100,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9fb,9,Normoxia acclimated,0.534,0.61,0.193,0.299,F,0.17,0.44,20.5,26,1.64,0.34,0.161,0.184,0.059,0.092,0.102,0.092,Large,Distance,72.5730521233333,339.83867318,175.631211936667,120,NA,2460,NA,980,NA,NA,NA,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9fb,9,Normoxia acclimated,0.534,0.61,0.193,0.299,F,0.17,0.44,20.5,26,1.64,0.34,0.161,0.184,0.059,0.092,0.102,0.092,Large,Speed,6.7705528885,6.84991210666667,7.25504420833333,120,NA,2460,NA,980,NA,NA,NA,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9fb,9,Normoxia acclimated,0.534,0.61,0.193,0.299,F,0.17,0.44,20.5,26,1.64,0.34,0.161,0.184,0.059,0.092,0.102,0.092,Large,Time,10.6888888866667,47.97777779,23.9555555543333,120,NA,2460,NA,980,NA,NA,NA,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9fl,9,Normoxia acclimated,0.528,1.015,0.142,0.248,F,0.2,0.59,21,28,1.87,0.42,0.164,0.315,0.046,0.081,0.118,0.234,Large,Distance,291.589972766667,645.363164833333,554.1963903,300,1060,600,NA,880,NA,NA,380,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9fl,9,Normoxia acclimated,0.528,1.015,0.142,0.248,F,0.2,0.59,21,28,1.87,0.42,0.164,0.315,0.046,0.081,0.118,0.234,Large,Speed,6.5299274235,6.79040276666667,7.09101442266667,300,1060,600,NA,880,NA,NA,380,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9fl,9,Normoxia acclimated,0.528,1.015,0.142,0.248,F,0.2,0.59,21,28,1.87,0.42,0.164,0.315,0.046,0.081,0.118,0.234,Large,Time,45.0555555533333,94.3444444433333,77.7555555433333,300,1060,600,NA,880,NA,NA,380,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9fp,9,Normoxia acclimated,0.562,0.727,0.194,0.251,F,0.19,0.82,20,29.5,2.52,0.57,0.182,0.236,0.069,0.09,0.113,0.146,Large,Distance,313.1303258,438.2209448,561.067413166667,140,120,440,980,140,NA,NA,120,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9fp,9,Normoxia acclimated,0.562,0.727,0.194,0.251,F,0.19,0.82,20,29.5,2.52,0.57,0.182,0.236,0.069,0.09,0.113,0.146,Large,Speed,NA,6.79088786666667,6.84787140633333,140,120,440,980,140,NA,NA,120,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9fp,9,Normoxia acclimated,0.562,0.727,0.194,0.251,F,0.19,0.82,20,29.5,2.52,0.57,0.182,0.236,0.069,0.09,0.113,0.146,Large,Time,31.08888889,62.7,82.3666666533333,140,120,440,980,140,NA,NA,120,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9mb,9,Normoxia acclimated,0.492,1.153,0.136,0.201,M,0.11,0.12,17,18,0.15,0.12,0.128,0.3,0.031,0.046,0.097,0.254,Large,Distance,351.5989632,682.263891316667,NA,820,1640,900,620,80,660,780,120,1580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9mb,9,Normoxia acclimated,0.492,1.153,0.136,0.201,M,0.11,0.12,17,18,0.15,0.12,0.128,0.3,0.031,0.046,0.097,0.254,Large,Speed,6.5856099565,7.02327552033333,7.22665739833333,820,1640,900,620,80,660,780,120,1580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9mb,9,Normoxia acclimated,0.492,1.153,0.136,0.201,M,0.11,0.12,17,18,0.15,0.12,0.128,0.3,0.031,0.046,0.097,0.254,Large,Time,53.38888889,89.3666666533333,NA,820,1640,900,620,80,660,780,120,1580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9mg,9,Normoxia acclimated,0.998,1.013,0.415,0.524,M,0.1,0.13,17,18,0.45,0.12,0.26,0.264,0.094,0.119,0.166,0.145,Large,Distance,414.8001208,1057.6367208,958.818051366667,120,120,140,NA,100,760,NA,80,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9mg,9,Normoxia acclimated,0.998,1.013,0.415,0.524,M,0.1,0.13,17,18,0.45,0.12,0.26,0.264,0.094,0.119,0.166,0.145,Large,Speed,6.525547297,7.90876426833333,7.06457572633333,120,120,140,NA,100,760,NA,80,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9mg,9,Normoxia acclimated,0.998,1.013,0.415,0.524,M,0.1,0.13,17,18,0.45,0.12,0.26,0.264,0.094,0.119,0.166,0.145,Large,Time,64.2222222233333,131.522222223333,131.233333356667,120,120,140,NA,100,760,NA,80,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9ml,9,Normoxia acclimated,0.555,0.957,0.24,0.513,M,0.12,0.13,19,18.5,0.14,0.13,0.146,0.252,0.056,0.12,0.09,0.132,Large,Distance,529.769450866667,1086.77720133333,847.280586766667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9ml,9,Normoxia acclimated,0.555,0.957,0.24,0.513,M,0.12,0.13,19,18.5,0.14,0.13,0.146,0.252,0.056,0.12,0.09,0.132,Large,Speed,6.7509180675,7.0212751,6.84223061033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9ml,9,Normoxia acclimated,0.555,0.957,0.24,0.513,M,0.12,0.13,19,18.5,0.14,0.13,0.146,0.252,0.056,0.12,0.09,0.132,Large,Time,78.3666666766667,154.8,124.7222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9mp,9,Normoxia acclimated,0.676,1.093,0.223,0.453,M,0.13,0.17,18,19,0.46,0.16,0.183,0.297,0.055,0.112,0.128,0.185,Large,Distance,63.45326347,468.268285066667,255.4757946,NA,1960,900,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9mp,9,Normoxia acclimated,0.676,1.093,0.223,0.453,M,0.13,0.17,18,19,0.46,0.16,0.183,0.297,0.055,0.112,0.128,0.185,Large,Speed,7.077424517,8.467607998,7.907601471,NA,1960,900,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9mp,9,Normoxia acclimated,0.676,1.093,0.223,0.453,M,0.13,0.17,18,19,0.46,0.16,0.183,0.297,0.055,0.112,0.128,0.185,Large,Time,8.74444444333333,61.4333333433333,34.32222222,NA,1960,900,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
